"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2008","2008",7510000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2009","2009",7963000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2010","2010",8181000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2011","2011",8643000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2012","2012",8607000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2013","2013",9034000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2014","2014",10158000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2015","2015",12410000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2016","2016",13474000,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2017","2017",14101502,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2018","2018",16765682,"B","Break"
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2019","2019",15948919,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2020","2020",6623886,,
"HUN","Hungary","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2021","2021",6972873,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2008","2008",5143000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2009","2009",4707000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2010","2010",5181000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2011","2011",4976000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2012","2012",6271000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2013","2013",5803000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2014","2014",7095000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2015","2015",7778000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2016","2016",7970000,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2017","2017",8269579,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2018","2018",38696065,"B","Break"
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2019","2019",42669788,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2020","2020",22433393,,
"HUN","Hungary","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2021","2021",26077107,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2008","2008",819000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2009","2009",872000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2010","2010",891000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2011","2011",894000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2012","2012",942000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2013","2013",793000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2014","2014",976000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2015","2015",1088000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2016","2016",997000,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2017","2017",1253527,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2018","2018",8523090,"B","Break"
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2019","2019",9053428,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2020","2020",5167431,,
"HUN","Hungary","AUT","Austria","DEMAND","Tourism demand surveys","2021","2021",5139713,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2008","2008",211000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2009","2009",232000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2010","2010",248000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2011","2011",304000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2012","2012",320000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2013","2013",494000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2014","2014",748000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2015","2015",792000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2016","2016",833000,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2017","2017",861731,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2018","2018",1849900,"B","Break"
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2019","2019",1795373,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2020","2020",821507,,
"HUN","Hungary","CZE","Czech Republic","DEMAND","Tourism demand surveys","2021","2021",1093208,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2008","2008",1914000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2009","2009",2000000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2010","2010",2088000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2011","2011",2084000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2012","2012",2201000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2013","2013",1832000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2014","2014",1898000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2015","2015",1899000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2016","2016",1783000,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2017","2017",1865053,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2018","2018",3202020,"B","Break"
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2019","2019",3075344,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2020","2020",1370542,,
"HUN","Hungary","DEU","Germany","DEMAND","Tourism demand surveys","2021","2021",2268656,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2008","2008",274000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2009","2009",294000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2010","2010",311000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2011","2011",326000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2012","2012",290000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2013","2013",364000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2014","2014",373000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2015","2015",480000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2016","2016",536000,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2017","2017",660288,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2018","2018",825606,"B","Break"
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2019","2019",900341,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2020","2020",265610,,
"HUN","Hungary","GBR","United Kingdom","DEMAND","Tourism demand surveys","2021","2021",181184,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2008","2008",471000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2009","2009",550000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2010","2010",484000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2011","2011",347000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2012","2012",531000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2013","2013",635000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2014","2014",535000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2015","2015",418000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2016","2016",431000,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2017","2017",426614,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2018","2018",2425008,"B","Break"
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2019","2019",2434507,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2020","2020",1192503,,
"HUN","Hungary","POL","Poland","DEMAND","Tourism demand surveys","2021","2021",1438397,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2008","2008",521000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2009","2009",523000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2010","2010",535000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2011","2011",686000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2012","2012",591000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2013","2013",589000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2014","2014",758000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2015","2015",1583000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2016","2016",2299000,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2017","2017",2075918,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2018","2018",11897699,"B","Break"
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2019","2019",13248527,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2020","2020",6733016,,
"HUN","Hungary","ROU","Romania","DEMAND","Tourism demand surveys","2021","2021",8025628,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2008","2008",359000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2009","2009",307000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2010","2010",361000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2011","2011",367000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2012","2012",436000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2013","2013",639000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2014","2014",1024000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2015","2015",1533000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2016","2016",1476000,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2017","2017",1561730,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2018","2018",9999872,"B","Break"
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2019","2019",10072144,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2020","2020",5605793,,
"HUN","Hungary","SVK","Slovak Republic","DEMAND","Tourism demand surveys","2021","2021",5216187,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2008","2008",1942698,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2009","2009",2134245,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2010","2010",2144318,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2011","2011",2444245,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2012","2012",2898011,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2013","2013",3521824,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2014","2014",4404830,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2015","2015",5561297,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2016","2016",6763987,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2017","2017",7277414,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2018","2018",7443720,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2019","2019",7316651,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2020","2020",1827969,,
"ISL","Iceland","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2021","2021",3072438,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",1517102,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",1553927,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",1620597,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",1866432,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",2024321,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",2346540,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",2787254,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",3613046,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",4571486,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",4974050,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",5200196,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",5210996,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",1274942,,
"ISL","Iceland","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",2142422,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",376862,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",517101,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",366972,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",374398,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",606541,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",812325,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",1106718,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",1259951,,
"ISL","Iceland","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",1438261,,
